id,grad_yr,type,type2,parent,degree,major,spouse_type,spouse_type2,FSA,median_income,title,affinity,latest_date,pldg_blc,cons_giving,fy16,fy15,fy14,ttl_giving
527389,2004,I     ,A     , ,BSN   ,Nursing,      ,      ,M3K,60887,Registered Nurse                                  ,0, ,0,0,0,0,0,0
527337,2002,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M5B,63763,Security                                          ,0, ,0,0,0,0,0,0
527254,2001,I     ,A     , ,BA    ,English Language and Literature,I     ,P     ,M6N,57378,                                                  ,3, ,0,0,0,0,0,0
527290,2001,I     ,A     , ,BS    ,Physical Education,      ,      ,M5E,94414,Teacher                                           ,0, ,0,0,0,0,0,0
527463,2003,I     ,A     , ,BBA   ,Management,      ,      ,M5S,80977,                                                  ,0, ,0,0,0,0,0,0
527449,2005,I     ,A     , ,BA    ,Communications,      ,      ,M2N,68333,Cook                                              ,0, ,0,0,0,0,0,0
527494,2004,I     ,A     , ,BS    ,Criminal Justice,I     ,I     ,M5A,43816,                                                  ,1, ,0,0,0,0,0,0
527326,2001,I     ,A     , ,BS    ,Group Science,      ,      ,M2N,68333,                                                  ,0, ,0,0,0,0,0,0
527479,2003,I     ,A     , ,BSN   ,Nursing,      ,      ,M1P,54560,Community Nurse Supervisor                        ,0, ,0,0,0,0,0,0
527446,2001,I     ,A     , ,BBA   ,Marketing,      ,      ,M2N,68333,Contractor                                        ,1, ,0,0,0,0,0,0
527487,2004,I     ,A     , ,BBA   ,Marketing,      ,      ,M6P,68781,Sales and Delivery                                ,0, ,0,0,0,0,0,0
527513,2002,I     ,A     , ,BS    ,Health Science,      ,      ,M6E,60096,                                                  ,1, ,0,0,0,0,0,0
527638,2006,I     ,A     , ,BS    ,Physical Education,      ,      ,M5S,80977,Sales Manager                                     ,1,1/31/2008,0,0,0,0,0,20
527539,2001,I     ,A     , ,BBA   ,Management,      ,      ,M5V,79018,                                                  ,0, ,0,0,0,0,0,0
527720,2005,I     ,A     , ,BS    ,Occup Safety/Health Management,I     ,A     ,M5J,92668,Senior Safety and Health Engineer                 ,1, ,0,0,0,0,0,0
527811,2002,I     ,A     , ,MED   ,General Education,      ,      ,M5V,79018,Principal                                         ,0, ,0,0,0,0,0,0
527707,2006,I     ,A     , ,BA    ,Spanish,      ,      ,M5T,40061,3rd Grade Teacher                                 ,1, ,0,0,0,0,0,0
527672,2003,I     ,A     , ,BS    ,Psychology,I     ,A     ,M6N,57378,Psychologist                                      ,1, ,0,0,0,0,0,0
527772,2003,I     ,A     , ,BS    ,Information Systems,I     ,A     ,M2N,68333,Information Technology Supervisor                 ,2, ,0,0,0,0,0,0
527732,2004,I     ,A     , ,BFA   ,Art,      ,      ,M4B,63005,                                                  ,9,1/11/2011,0,0,0,0,0,100
528008,2004,I     ,A     , ,BA    ,English Language and Literature,I     ,I     ,M6H,57309,Teacher - Pre-K                                   ,0, ,0,0,0,0,0,0
528121,2004,I     ,A     , ,BS    ,Group Science,      ,      ,M3J,49625,2nd Grade Teacher                                 ,0, ,0,0,0,0,0,0
528023,2005,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M6A,52149,Reading                                           ,0, ,0,0,0,0,0,0
528077,2006,I     ,A     , ,MED   ,General Education,I     ,A     ,M6B,63133,Teacher                                           ,0, ,0,0,0,0,0,0
528165,2002,I     ,A     , ,BA    ,Spanish,I     ,A     ,M6M,49028,                                                  ,1, ,0,0,0,0,0,0
528005,2006,I     ,A     , ,BS    ,Mathematics,      ,      ,M1B,65192,Kindergarten Teacher                              ,0, ,0,0,0,0,0,0
528046,2005,I     ,A     , ,MSW   ,Social Work,      ,      ,M1P,54560,Consuling Program                                 ,0, ,0,0,0,0,0,0
528008,2005,I     ,A     , ,BS    ,Physical Education,      ,      ,M6P,68781,Phys Ed Teacher                                   ,0, ,0,0,0,0,0,0
528076,2003,I     ,A     , ,BA    ,Anthropology,I     ,I     ,M6L,51191,Administrative Assistant                          ,2,1/14/2009,0,0,0,0,0,25
528169,2002,I     ,A     , ,BS    ,Health Science,      ,      ,M5S,80977,                                                  ,1, ,0,0,0,0,0,0
528346,2003,I     ,A     , ,BS    ,Group Science,      ,      ,M2N,68333,Sub. Teacher                                      ,1, ,0,0,0,0,0,0
528329,2004,I     ,A     , ,BS    ,Group Science,      ,      ,M2N,68333,                                                  ,0, ,0,0,0,0,0,0
528362,2006,I     ,A     , ,BS    ,GRO Social Studies,I     ,A     ,M1P,54560,History Teacher                                   ,0, ,0,0,0,0,0,0
528263,2004,I     ,A     , ,BA    ,French,      ,      ,M5E,94414,Stay At Home Mom                                  ,0, ,0,0,0,0,0,0
528305,2004,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M6N,57378,2nd Grade Teacher                                 ,0, ,0,0,0,0,0,0
528294,2002,I     ,A     , ,BBA   ,Finance,      ,      ,M5J,92668,Commercial Banking Officer                        ,0, ,0,0,0,0,0,0
528314,2005,I     ,A     , ,BS    ,Information Systems,      ,      ,M6L,51191,                                                  ,2, ,0,0,0,0,0,0
528488,2003,I     ,A     , ,BBA   ,Accounting,      ,      ,M2N,68333,Owner                                             ,1, ,0,0,0,0,0,0
528364,2002,I     ,A     , ,BBA   ,Management,      ,      ,M5J,92668,Category Manager                                  ,1, ,0,0,0,0,0,0
528402,2002,I     ,A     , ,BBA   ,Management,      ,      ,M1E,64284,                                                  ,0, ,0,0,0,0,0,0
528444,2004,I     ,A     , ,BS    ,Physical Education,I     ,A     ,M5J,92668,Physical Education Teacher                        ,1, ,0,0,0,0,0,0
528623,2006,I     ,A     , ,BBA   ,Accounting,      ,      ,M3H,68796,Operations Acct. Staff                            ,0, ,0,0,0,0,0,0
528748,2003,I     ,A     , ,BS    ,Mathematics,      ,      ,M1H,58876,                                                  ,0, ,0,0,0,0,0,0
528768,2003,I     ,A     , ,BBA   ,Business Economics,      ,      ,M4C,60310,Assistant Commercial Loan Manager                 ,1, ,0,0,0,0,0,0
528815,2004,I     ,A     , ,MSW   ,Social Work,      ,      ,M5T,40061,                                                  ,0, ,0,0,0,0,0,0
528824,2004,I     ,A     , ,BS    ,Advertising & Public Relations,I     ,A     ,M6N,57378,Manager                                           ,1, ,0,0,0,0,0,0
528789,2005,I     ,A     , ,BBA   ,Finance,I     ,A     ,M3C,53636,Financial Analysis                                ,0, ,0,0,0,0,0,0
528845,2005,I     ,A     , ,BFA   ,Art,I     ,A     ,M6P,68781,Graphic Designer                                  ,0, ,0,0,0,0,0,0
528827,2003,I     ,A     , ,BBA   ,Accounting,      ,      ,M3H,68796,Senior Manager                                    ,0, ,0,0,0,0,0,0
528897,2006,I     ,A     , ,MED   ,General Education,      ,      ,M6L,51191,Assistant Principal                               ,1, ,0,0,0,0,0,0
528977,2002,I     ,A     , ,BBA   ,Business General,I     ,A     ,M5V,79018,Truck Driver                                      ,0, ,0,0,0,0,0,0
529059,2004,I     ,A     , ,BS    ,Computer Science,      ,      ,M6P,68781,Assistant Manager                                 ,1, ,0,0,0,0,0,0
529082,2005,I     ,A     , ,MSW   ,Social Work,      ,      ,M1L,48164,Program Manager                                   ,0, ,0,0,0,0,0,0
529134,2005,I     ,A     , ,BSW   ,Social Work,      ,      ,M2N,68333,Assessment Specialist                             ,1, ,0,0,0,0,0,0
529211,2002,I     ,A     , ,BS    ,Health Science,      ,      ,M5J,92668,Physician's Assistant                             ,0, ,0,0,0,0,0,0
529103,2004,I     ,A     , ,BA    ,Advertising & Public Relations,      ,      ,M5H,117919,Marketing Manager                                 ,1, ,0,0,0,0,0,0
529110,2002,I     ,A     , ,BBA   ,Management,      ,      ,M1N,75900,Income Tax Clerk                                  ,0, ,0,0,0,0,0,0
529164,2002,I     ,A     , ,BA    ,GRO Social Studies,      ,      ,M1P,54560,                                                  ,0, ,0,0,0,0,0,0
529342,2004,I     ,A     , ,MSW   ,Social Work,      ,      ,M3N,45065,                                                  ,0, ,0,0,0,0,0,0
529362,2002,I     ,A     , ,BS    ,Psychology,      ,      ,M6L,51191,                                                  ,0, ,0,0,0,0,0,0
529300,2004,I     ,A     , ,BS    ,Sociology,      ,      ,M6P,68781,Program Coordinator                               ,1, ,0,0,0,0,0,0
530305,2006,I     ,I     , ,      , ,I     ,I     ,M1S,58417,"Group VP, Public Affairs & Communications         ",0, ,0,0,0,0,0,0
530581,2005,I     ,A     , ,MSN   ,Nursing,      ,      ,M5E,94414,                                                  ,0, ,0,0,0,0,0,0
530565,2005,I     ,A     , ,MED   ,General Education,      ,      ,M6N,57378,Water Operator                                    ,0, ,0,0,0,0,0,0
530622,2006,I     ,A     , ,BS    ,Psychology,      ,      ,M5V,79018,1st grade teacher                                 ,0, ,0,0,0,0,0,0
530591,2003,I     ,A     , ,BS    ,Psychology,      ,      ,M5J,92668,Teacher                                           ,0, ,0,0,0,0,0,0
531451,2002,I     ,A     , ,BS    ,Advertising & Public Relations,      ,      ,M1N,75900,                                                  ,0, ,0,0,0,0,0,0
531634,2002,I     ,A     , ,MED   ,General Education,      ,      ,M5G,51478,High School Math Teacher                          ,0, ,0,0,0,0,0,0
531663,2004,I     ,A     , ,MED   ,General Education,      ,      ,M3H,68796,                                                  ,0, ,0,0,0,0,0,0
531586,2004,I     ,A     , ,BS    ,Psychology,      ,      ,M6B,63133,                                                  ,0, ,0,0,0,0,0,0
531633,2005,I     ,A     , ,BA    ,GRO Social Studies,I     ,A     ,M5B,63763,Volunteer Center Coordinator                      ,1, ,0,0,0,0,0,0
531493,2006,I     ,A     , ,BBA   ,Business General,      ,      ,M6M,49028,                                                  ,0, ,0,0,0,0,0,0
531745,2006,I     ,A     , ,BSN   ,Nursing,      ,      ,M5V,79018,Nurse                                             ,1, ,0,0,0,0,0,0
531611,2005,I     ,A     , ,MED   ,General Education,      ,      ,M5T,40061,                                                  ,0, ,0,0,0,0,0,0
531749,2002,I     ,A     , ,MSN   ,Nursing,      ,      ,M3K,60887,Nurse Practicioner                                ,0, ,0,0,0,0,0,0
531848,2004,I     ,A     , ,MED   ,General Education,      ,      ,M3H,68796,7th Grade Teacher                                 ,0, ,0,0,0,0,0,0
531662,2003,I     ,A     , ,BSN   ,Nursing,      ,      ,M6P,68781,                                                  ,0, ,0,0,0,0,0,0
531693,2005,I     ,A     , ,MED   ,School Counseling,      ,      ,M3H,68796,                                                  ,0, ,0,0,0,0,0,0
531905,2008,I     ,A     , ,BSN   ,Nursing,      ,      ,M4E,99523,                                                  ,1, ,0,0,0,0,0,0
531909,2004,I     ,A     , ,BS    ,Information Systems,      ,      ,M5J,92668,                                                  ,1, ,0,0,0,0,0,0
531894,2010,I     ,A     , ,BS    ,Hospitality Tourism Mgt,      ,      ,M6L,51191,Inventory Manager                                 ,1, ,0,0,0,0,0,0
531854,2005,I     ,A     , ,BSE   ,Engineering,      ,      ,M3H,68796,                                                  ,0, ,0,0,0,0,0,0
531829,2005,I     ,A     , ,BBA   ,International Business,      ,      ,M1N,75900,Sales Coordinator                                 ,2, ,0,0,0,0,0,0
531957,2007,I     ,A     , ,BS    ,Advertising & Public Relations,      ,      ,M4W,129818,District Manager                                  ,0, ,0,0,0,0,0,0
531955,2011,I     ,A     , ,BBA   ,Finance,      ,      ,M6P,68781,Foreman                                           ,1, ,0,0,0,0,0,0
532132,2003,I     ,A     , ,BS    ,Sociology,      ,      ,M5R,96285,                                                  ,0, ,0,0,0,0,0,0
532990,2012,I     ,A     , ,BA    ,Spanish,      ,      ,M1L,48164,Certified Therapeutic Recreation Specialist       ,1, ,0,0,0,0,0,0
532838,2005,I     ,A     , ,BBA   ,Management,      ,      ,M6A,52149,Sales Representative                              ,1, ,0,0,0,0,0,0
535112,2003,I     ,A     , ,BS    ,Information Systems,      ,      ,M3K,60887,Embedded Software Engineer                        ,1, ,0,0,0,0,0,20
535289,2003,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M6P,68781,Police Officer                                    ,2, ,0,0,0,0,0,0
535341,2009,I     ,A     , ,BA    ,Philosophy,      ,      ,M6N,57378,Computer Operator                                 ,2, ,0,0,0,0,0,0
535390,2007,I     ,A     , ,BA    ,Photography,      ,      ,M6A,52149,Community Outreach Coordinator                    ,2,8/30/2012,0,0,0,0,0,20
535492,2006,I     ,A     , ,BS    ,Biomedical Sciences,      ,      ,M4P,76675,                                                  ,9,3/25/2013,0,2,0,0,50,120
535707,2005,I     ,A     ,Parent,BA    ,English Language and Literature,I     ,I     ,M6P,68781,                                                  ,1, ,0,0,0,0,0,0
535927,2010,I     ,A     , ,BSE   ,Engineering,I     ,A     ,M5J,92668,Product Engineer                                  ,1, ,0,0,0,0,0,0
535993,2006,I     ,A     , ,BS    ,Photography,      ,      ,M3J,49625,Server                                            ,1, ,0,0,0,0,0,0
536078,2006,I     ,A     , ,BS    ,Computer Science,      ,      ,M4N,156174,Engineer                          ,2, ,0,0,0,0,0,0
536263,2007,I     ,A     , ,BSE   ,Engineering,      ,      ,M6B,63133,Software Engineer                                 ,2, ,0,0,0,0,0,0
536530,2008,I     ,A     , ,BBA   ,Marketing,I     ,A     ,M3H,68796,                                                  ,3, ,0,0,0,0,0,0
536458,2008,I     ,A     , ,BA    ,Mathematics,I     ,A     ,M5J,92668,Teacher                                           ,1,11/9/2006,0,0,0,0,0,50
536600,2010,I     ,A     , ,BA    ,Advertising & Public Relations,I     ,A     ,M6L,51191,                                                  ,2, ,0,0,0,0,0,0
537004,2009,I     ,A     , ,BS    ,Hospitality Tourism Mgt,      ,      ,M2N,68333,Associate Sales Manager                           ,2, ,0,0,0,0,0,0
537242,2009,I     ,A     ,Parent,BS    ,Health Science,      ,      ,M5B,63763,                                                  ,2, ,0,0,0,0,0,0
537522,2008,I     ,A     , ,BBA   ,Finance,      ,      ,M5V,79018,Account Receivable Coordinator                    ,1, ,0,0,0,0,0,0
537669,2012,I     ,A     , ,BS    ,Physical Education,      ,      ,M5S,80977,Phys Ed/Athletic Director                         ,3, ,0,0,0,0,0,0
537725,2004,I     ,A     , ,BSE   ,Engineering,      ,      ,M5V,79018,Product Development Engineer                      ,5, ,0,0,0,0,0,0
537789,2004,I     ,A     , ,BBA   ,Business Economics,      ,      ,M5T,40061,Managing Director                                 ,8, ,0,0,0,0,0,0
537824,2009,I     ,A     , ,BS    ,Mathematics,I     ,A     ,M5V,79018,                                                  ,1, ,0,0,0,0,0,0
537875,2006,I     ,A     , ,BS    ,Integrated Science,      ,      ,M5V,79018,Teachers Aid Special Education                    ,2, ,0,0,0,0,0,0
537965,2007,I     ,A     , ,BBA   ,Management,      ,      ,M5J,92668,Manufacturing Managing                            ,2, ,0,0,0,0,0,0
537966,2005,I     ,A     , ,BBA   ,Accounting,      ,      ,M6P,68781,Manager of Tax & Accounting                       ,2, ,0,0,0,0,0,0
537959,2008,I     ,A     , ,BA    ,International Relations,I     ,A     ,M2P,132447,Member Services Coordinator                       ,4, ,0,0,0,0,0,0
537976,2007,I     ,A     , ,BS    ,Advertising & Public Relations,      ,      ,M4S,95168,Associate & Communications Director               ,3,10/12/2012,0,0,0,0,0,10
538030,2003,I     ,A     , ,BS    ,Public Administration,      ,      ,M6K,43527,                                                  ,3, ,0,0,0,0,0,0
538087,2003,I     ,A     , ,BBA   ,Marketing,      ,      ,M5S,80977,Client Services Representatives                   ,4, ,0,0,0,0,0,0
538070,2004,I     ,A     , ,BS    ,Chemistry,      ,      ,M3B,111062,                                                  ,4, ,0,0,0,0,0,20
538144,2002,I     ,A     , ,BS    ,Cell and Molecular Biology,      ,      ,M4L,74448,Medical Resident                                  ,1, ,0,0,0,0,0,0
538473,2006,I     ,A     , ,BSN   ,Nursing,      ,      ,M5J,92668,Registered Nurse                                  ,2, ,0,0,0,0,0,0
538543,2006,I     ,A     , ,BS    ,Health Science,      ,      ,M5R,96285,                                                  ,2, ,0,0,0,0,0,0
538547,2002,I     ,A     , ,BBA   ,Marketing,      ,      ,M5B,63763,Materials Specialist                              ,2, ,0,0,0,0,0,0
538403,2006,I     ,A     , ,BBA   ,Finance,      ,      ,M5J,92668,                                                  ,1, ,0,0,0,0,0,0
538614,2002,I     ,A     , ,BS    ,Behavioral Science,      ,      ,M5R,96285,Research Assistant                                ,2, ,0,0,0,0,0,0
538679,2004,I     ,A     , ,BS    ,Therapeutic Recreation,      ,      ,M1P,54560,                                                  ,2, ,0,0,0,0,0,0
539335,2006,I     ,A     , ,BSN   ,Nursing,I     ,I     ,M6N,57378,                                                  ,1, ,0,0,0,0,0,0
539650,2003,I     ,A     , ,BBA   ,Marketing,I     ,A     ,M5V,79018,                                                  ,0, ,0,0,0,0,0,0
539732,2003,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M4V,120678,Substitute Teacher                                ,2, ,0,0,0,0,0,0
539636,2002,I     ,A     , ,MBA   ,Business General,I     ,A     ,M5S,80977,Vice President Properties & Procurement           ,0, ,0,0,0,0,0,0
539752,2004,I     ,A     , ,BA    ,Biology,      ,      ,M5E,94414,                                                  ,0, ,0,0,0,0,0,0
539895,2006,I     ,A     , ,BS    ,Information Systems,      ,      ,M5S,80977,Operations Support Manager                        ,2, ,0,0,0,0,0,0
539725,2003,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M5J,92668,4th to 6th Grade Teacher                          ,0, ,0,0,0,0,0,0
539734,2003,I     ,A     , ,BA    ,English Language and Literature,I     ,A     ,M4L,74448,Teacher                                           ,0, ,0,0,0,0,0,0
539966,2006,I     ,A     , ,BS    ,Psychology,      ,      ,M6P,68781,                                                  ,1, ,0,0,0,0,0,0
539791,2004,I     ,A     , ,BBA   ,Business General,      ,      ,M5J,92668,Account Management Manager                        ,1, ,0,0,0,0,0,0
539766,2005,I     ,A     , ,BS    ,Biology,I     ,A     ,M5J,92668,Stay-At-Home Mom                                  ,1,4/27/2006,0,0,0,0,0,5
539879,2003,I     ,I     , ,      , ,I     ,I     ,M3C,53636,President                                         ,0, ,0,0,0,0,0,0
540196,2002,I     ,A     , ,BS    ,Group Science,      ,      ,M6L,51191,                                                  ,0, ,0,0,0,0,0,0
540270,2003,I     ,A     , ,BFA   ,Art,      ,      ,M4L,74448,                                                  ,1, ,0,0,0,0,0,0
540293,2005,I     ,A     , ,BS    ,Group Science,      ,      ,M3C,53636,Facilitator/Advocate                              ,1, ,0,0,0,0,0,0
540446,2004,I     ,A     , ,BS    ,Earth Science,I     ,A     ,M5V,79018,President                                         ,1, ,0,0,0,0,0,0
540332,2003,I     ,A     , ,BBA   ,Finance,      ,      ,M5J,92668,Supervirsor- Insurance Adjusters                  ,1, ,0,0,0,0,0,0
540264,2005,I     ,A     , ,BS    ,Occup Safety/Health Management,I     ,A     ,M5B,63763,                                                  ,0, ,0,0,0,0,0,0
540304,2005,I     ,A     , ,BFA   ,Art,      ,      ,M6M,49028,                                                  ,11,6/30/2009,0,0,0,0,0,320
540275,2004,I     ,A     , ,BS    ,Psychology,      ,      ,M3H,68796,Special Education Teacher                         ,0, ,0,0,0,0,0,0
540509,2006,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M1H,58876,                                                  ,0, ,0,0,0,0,0,0
540380,2007,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M6J,63464,                                                  ,0, ,0,0,0,0,0,0
540329,2005,I     ,A     , ,BS    ,Psychology,      ,      ,M3K,60887,Child Protective Services worker                  ,0, ,0,0,0,0,0,0
540445,2005,I     ,A     , ,BS    ,Health Science,      ,      ,M6B,63133,                                                  ,1, ,0,0,0,0,0,0
540500,2002,I     ,A     , ,BBA   ,Business General,      ,      ,M5J,92668,CPA/Management Consultant                         ,2, ,0,0,0,0,0,0
540510,2007,I     ,A     , ,BBA   ,Accounting,      ,      ,M4B,63005,CPA                                               ,1,1/25/2015,0,0,0,10,0,10
540538,2004,I     ,A     , ,MSE   ,Engineering,      ,      ,M5T,40061,Student                                           ,0, ,0,0,0,0,0,0
540536,2003,I     ,A     , ,BS    ,Cell and Molecular Biology,      ,      ,M5J,92668,                                                  ,1, ,0,0,0,0,0,0
540512,2004,I     ,A     , ,BS    ,GRO Social Studies,      ,      ,M5S,80977,Self Employed Child Care                          ,0, ,0,0,0,0,0,0
540600,2005,I     ,A     , ,BA    ,Geography,      ,      ,M6A,52149,Volunteer GIS Analyst                             ,1, ,0,0,0,0,0,0
540601,2004,I     ,A     , ,BS    ,Biology,      ,      ,M5S,80977,Research Scientist                                ,0, ,0,0,0,0,0,0
540817,2006,I     ,A     , ,MED   ,General Education,      ,      ,M5S,80977,Principal                                         ,0, ,0,0,0,0,0,0
546897,2007,I     ,A     , ,BS    ,Biomedical Sciences,I     ,A     ,M6N,57378,Manufacturing Operations Group Leader             ,12,4/5/2012,0,7,0,48,48,322
546826,2003,I     ,A     , ,BSN   ,Nursing,      ,      ,M1P,54560,RN                                                ,3, ,0,0,0,0,0,0
546982,2006,I     ,A     , ,BS    ,Computer Science,      ,      ,M5S,80977,Software Development                              ,1, ,0,0,0,0,0,0
547287,2006,I     ,A     , ,BS    ,Health Science,      ,      ,M5H,117919,Nurse Manager                                     ,1, ,0,0,0,0,0,0
547229,2008,I     ,A     , ,BS    ,Psychology,      ,      ,M6L,51191,Direct Care                                       ,0, ,0,0,0,0,0,0
547217,1981,I     ,A     , ,BBA   ,Marketing,      ,      ,M1P,54560,Business Analyst                                  ,1, ,0,0,0,0,0,0
547522,2005,I     ,A     , ,BS    ,Biology,      ,      ,M6H,57309,Science Teacher                                   ,1, ,0,0,0,0,0,0
547524,2004,I     ,A     , ,BSW   ,Social Work,      ,      ,M5A,43816,Social Worker                                     ,6,10/27/2014,0,6,0,50,20,360
551008,2004,I     ,A     , ,MED   ,Reading,      ,      ,M1P,54560,Teacher                                           ,0, ,0,0,0,0,0,0
551361,2003,I     ,A     , ,MS    ,Criminal Justice,      ,      ,M6R,78744,Corrections Department                            ,0, ,0,0,0,0,0,0
551402,2007,I     ,A     , ,BS    ,GRO Social Studies,      ,      ,M4B,63005,Teacher                                           ,1, ,0,0,0,0,0,0
551508,2006,I     ,A     , ,BS    ,Psychology,      ,      ,M2N,68333,Teacher                                           ,2, ,0,0,0,0,0,0
551716,2006,I     ,A     , ,BS    ,Communications,I     ,A     ,M5J,92668,Digital Account Executive                         ,2, ,0,0,0,0,0,0
551786,2004,I     ,A     , ,BA    ,Criminal Justice,I     ,ST    ,M2N,68333,                                                  ,2, ,0,0,0,0,0,0
552444,2008,I     ,A     , ,BA    ,Advertising & Public Relations,      ,      ,M4N,156174,                                                  ,2, ,0,0,0,0,0,0
552669,2004,I     ,A     , ,BA    ,Criminal Justice,      ,      ,M4B,63005,Territory Asset Protection Manager                ,1,10/13/2014,0,0,0,25,0,100
553638,2005,I     ,A     , ,BA    ,Spanish,I     ,A     ,M4P,76675,Receptionist                                      ,2, ,0,0,0,0,0,0
561596,2005,I     ,A     ,Parent,BS    ,Chemistry,      ,      ,M5V,79018,Environmental Project Manager                     ,1, ,0,0,0,0,0,0
561867,2005,I     ,I     , ,      , ,I     ,I     ,M5E,94414,Regional Manager                                  ,0, ,0,0,0,0,0,0
562168,2006,I     ,A     , ,BSN   ,Nursing,      ,      ,M6P,68781,                                                  ,1, ,0,0,0,0,0,0
562024,2008,I     ,A     , ,BS    ,Occup Safety/Health Management,      ,      ,M5S,80977,                                                  ,1, ,0,0,0,0,0,0
562250,2013,I     ,A     , ,BBA   ,Management,      ,      ,M3B,111062,Human Resources                                   ,2, ,0,0,0,0,0,0
562306,2004,I     ,A     , ,MED   ,General Education,      ,      ,M3C,53636,Teacher                                           ,0, ,0,0,0,0,0,0
562216,2008,I     ,A     , ,BS    ,Physical Education,      ,      ,M3K,60887,                                                  ,1, ,0,0,0,0,0,0
562361,2007,I     ,A     , ,BSE   ,Engineering,      ,      ,M4B,63005,Engineer                                          ,1, ,0,0,0,0,0,0
562663,2005,I     ,A     , ,BS    ,Psychology,      ,      ,M4P,76675,Forensic Interviewer                              ,2, ,0,0,0,0,0,0
568362,2004,I     ,A     , ,BBA   ,Marketing,      ,      ,M4B,63005,Director of e-Commerce Sales                      ,2, ,0,0,0,0,0,0
568513,2007,I     ,A     , ,BA    ,English Language and Literature,I     ,I     ,M3H,68796,1st Grade Teacher                                 ,2,9/26/2012,0,0,0,0,0,150
568491,2007,I     ,A     , ,BS    ,GRO Social Studies,      ,      ,M1B,65192,                                                  ,1, ,0,0,0,0,0,0
568475,2006,I     ,A     ,Parent,BA    ,English Language and Literature,      ,      ,M5S,80977,Teacher                                           ,0, ,0,0,0,0,0,0
568971,2006,I     ,A     , ,BS    ,Art,      ,      ,M6M,49028,Photographer                                      ,1, ,0,0,0,0,0,0
569277,2008,I     ,A     , ,BBA   ,Business Economics,I     ,A     ,M3H,68796,Housing Rehabilitation Specialist                 ,1,6/9/2009,0,0,0,0,0,50
569415,2004,I     ,A     , ,BS    ,Hospitality Tourism Mgt,      ,      ,M5J,92668,                                                  ,2, ,0,0,0,0,0,0
569654,2004,I     ,A     , ,BS    ,Natural Resource Management,      ,      ,M2N,68333,Transportation Planner                            ,1, ,0,0,0,0,0,0
569758,2008,I     ,P     ,Parent,      , ,      ,      ,M4W,129818,Nurse Educator                                    ,0, ,0,0,0,0,0,0
570561,2006,I     ,A     , ,BS    ,Information Systems,      ,      ,M3C,53636,"Developer II, Application Support                 ",1, ,0,0,0,0,0,0
570837,2006,I     ,I     , ,      , ,I     ,I     ,M6E,60096,Financial Advisor                                 ,0,10/1/2009,0,0,0,0,0,345
572275,2005,I     ,A     , ,MSA   ,Accounting,I     ,A     ,M1P,54560,Accountant                                        ,1, ,0,0,0,0,0,0
572421,2011,I     ,A     , ,BBA   ,Management,I     ,A     ,M1P,54560,Account Manager                                   ,2, ,0,0,0,0,0,0
572871,2009,I     ,A     , ,BS    ,Health Communication,      ,      ,M5V,79018,                                                  ,1, ,0,0,0,0,0,0
572789,2014,I     ,A     , ,BS    ,Political Science,      ,      ,M4P,76675,Database Technicion                               ,3, ,0,0,0,0,0,0
572915,2010,I     ,A     , ,BS    ,Health Science,      ,      ,M1E,64284,Certified Clinical Technician        ,1, ,0,0,0,0,0,0
573350,2012,I     ,A     , ,BBA   ,Finance,      ,      ,M5S,80977,Biologics Sales Representative                    ,2, ,0,0,0,0,0,0
581228,2007,I     ,A     , ,BBA   ,Management,      ,      ,M2N,68333,Technical Manager                                 ,3, ,0,0,0,0,0,0
581335,2007,I     ,A     , ,BS    ,Information Systems,      ,      ,M5J,92668,Senior Technology Consultant and Owner            ,2, ,0,0,0,0,0,0
581378,2006,I     ,A     , ,BA    ,GRO Social Studies,I     ,P     ,M5E,94414,Teacher - 8th Grade English                       ,1,9/26/2013,0,0,0,0,100,100
581582,2005,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M6P,68781,                                                  ,1, ,0,0,0,0,0,0
581715,2007,I     ,A     , ,BS    ,Integrated Science,      ,      ,M4C,60310,4th Grade Teacher                                 ,2, ,0,0,0,0,0,0
581636,2005,I     ,A     , ,BS    ,Computer Science,      ,      ,M5S,80977,Sophmore Engineering Manger                       ,1, ,0,0,0,0,0,0
581660,2006,I     ,A     , ,BBA   ,Management,      ,      ,M5A,43816,Salesman                                          ,1, ,0,0,0,0,0,0
581898,2004,I     ,A     , ,BS    ,Group Science,      ,      ,M6M,49028,3rd Grade Teacher                                 ,1, ,0,0,0,0,0,0
581913,2008,I     ,A     , ,BS    ,Biology,      ,      ,M3C,53636,                                                  ,2, ,0,0,0,0,0,0
581714,2005,I     ,A     , ,BS    ,Biology,      ,      ,M5J,92668,                                                  ,2, ,0,0,0,0,0,0
581871,2008,I     ,A     , ,BS    ,Mathematics,      ,      ,M2L,116538,Night Stocker                                     ,6, ,0,0,0,0,0,0
581969,2006,I     ,A     , ,BA    ,Statistics,      ,      ,M4E,99523,In-Store Teller                                   ,2, ,0,0,0,0,0,0
